Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000066279,Chrna10,Gene Expression,0.007872155525121202,0.08282861527147056,0.10404380744786113,12,0.002133710771671536,12
ENSMUSG00000025745,Hadha,Gene Expression,0.00786459878316757,0.10307743938673841,0.12853864827934702,1721,0.39791658802357976,1334
ENSMUSG00000021922,Itih4,Gene Expression,0.007860532056394897,0.06655137696787738,0.08411959441552497,11,0.00267502759154426,11
ENSMUSG00000031377,Bmx,Gene Expression,0.007857695877963625,0.09887180021221087,0.12356612455019192,70,0.01757722683156148,65
ENSMUSG00000034493,4930556J24Rik,Gene Expression,0.007834105996973146,0.10244997823724677,0.1277843212559965,222,0.06288419246780072,212
ENSMUSG00000027790,Sis,Gene Expression,0.007828973587752051,0.0760245258167529,0.09573750850742078,10,0.0012150567485074196,10
ENSMUSG00000058019,Ces5a,Gene Expression,0.007819059793675134,0.10107414135172532,0.12612378906890523,74,0.01198462454281435,72
ENSMUSG00000022503,Nubp1,Gene Expression,0.007799432415452571,0.10598303216369587,0.13211283400731488,3213,0.6760499533667151,2034
ENSMUSG00000038422,Hdhd3,Gene Expression,0.007797066696454549,0.10599027634767344,0.13211283400731488,1689,0.33518477670310937,1249
ENSMUSG00000050029,Rap2c,Gene Expression,0.007794263764111019,0.10600887259741576,0.13212632471116537,1192,0.24932197158925798,982
ENSMUSG00000041124,Msantd4,Gene Expression,0.007793664897373487,0.10616551818192366,0.1323118614309215,1841,0.3736211836144484,1368
ENSMUSG00000054626,Xlr,Gene Expression,0.007777415855459395,0.10213179796129879,0.1274061574743987,74,0.01846356613259521,71
ENSMUSG00000031521,Aga,Gene Expression,0.007774099493996123,0.10587498793981709,0.13199816964948005,301,0.07727403382903233,286
ENSMUSG00000031766,Slc12a3,Gene Expression,0.007772788532292982,0.0860817567159482,0.10801843353445205,16,0.003344718613273086,16
ENSMUSG00000061615,Hist1h2ab,Gene Expression,0.007767303166694239,0.07596422904357736,0.09567575320707823,23,0.004326214258747284,22
ENSMUSG00000056328,Myh1,Gene Expression,0.007767186947186138,0.10267404623161647,0.12805440148543668,86,0.018704348392701634,82
ENSMUSG00000038457,Tmem255b,Gene Expression,0.007761893428038317,0.1058109426495979,0.13192799847119968,201,0.05911340580478052,194
ENSMUSG00000057835,Zfp119a,Gene Expression,0.00776001649359762,0.10589056762930471,0.13200791115239616,187,0.035293345756958514,181
ENSMUSG00000036636,Clcn7,Gene Expression,0.0077567011727407206,0.10782233854418766,0.13433732394444783,2233,0.4351767207423256,1570
ENSMUSG00000019868,Vta1,Gene Expression,0.007754447341112805,0.1078587503668278,0.13437284071645697,1881,0.4014289183382145,1415
ENSMUSG00000016756,Cmah,Gene Expression,0.007746499689368541,0.07664083627335505,0.0964850344374529,13,0.0018642988311740173,13
ENSMUSG00000030269,Mtmr14,Gene Expression,0.007722989548732945,0.10928918114845132,0.13613494805520854,2031,0.42998628566309044,1479
ENSMUSG00000000365,Rnf17,Gene Expression,0.007713000580935683,0.10759382550079244,0.13407227079117878,118,0.022521893796653567,115
ENSMUSG00000006019,Dhx34,Gene Expression,0.00769535851546398,0.11035103362711896,0.13741735308379252,1098,0.22906557499558466,903
ENSMUSG00000046223,Plaur,Gene Expression,0.007679977284326756,0.10804082751615329,0.1345898121011047,140,0.03526557304117592,134
ENSMUSG00000059791,Nrm,Gene Expression,0.00766474863587361,0.11004390614144288,0.1370449349104144,192,0.047384740125214625,187
ENSMUSG00000020140,Lgr5,Gene Expression,0.007664715486004981,0.10506101147896385,0.1310025728520707,31,0.00584863210917421,31
ENSMUSG00000053198,Prx,Gene Expression,0.00766272906905762,0.08431378555727798,0.10586483696918993,26,0.005656383816766036,26
ENSMUSG00000050945,Zfp438,Gene Expression,0.007652554158226129,0.11174820766978777,0.13912664132213085,528,0.1170771120521791,463
ENSMUSG00000090659,Zfp493,Gene Expression,0.007644561208154104,0.11214407365715684,0.1395888227903011,482,0.1019936336154005,440
ENSMUSG00000054206,Gzmm,Gene Expression,0.007634364721115727,0.11091335408147218,0.1381074787690912,182,0.03637553841821939,173
ENSMUSG00000020472,Zkscan17,Gene Expression,0.007633183928522416,0.11323889156942579,0.14092061489838933,1505,0.35063580320289656,1194
ENSMUSG00000037188,Grhl3,Gene Expression,0.00763297618304058,0.10993434785845269,0.1369185261502036,95,0.02044325151370324,92
ENSMUSG00000039492,Ccdc27,Gene Expression,0.007631211147982454,0.07427195655128638,0.09359290662456564,12,0.0015234624389114737,12
ENSMUSG00000062627,Mysm1,Gene Expression,0.007630167066844443,0.1134363593612866,0.141145687462349,1569,0.2997361105344741,1183
ENSMUSG00000029321,Slc10a6,Gene Expression,0.007628578229967348,0.05282251947759398,0.06720637620360348,6,0.0017229579875109357,6
ENSMUSG00000037921,Ddx60,Gene Expression,0.007622396155820062,0.10775340473080575,0.1342612794028908,76,0.02050997330895832,74
ENSMUSG00000063663,Brwd3,Gene Expression,0.0076213356606323135,0.11320450354919043,0.14088813525619703,479,0.09208240296686677,426
ENSMUSG00000010048,Ifrd2,Gene Expression,0.007612335855996618,0.11379405537986775,0.14158039476994527,707,0.14685751894971968,623
ENSMUSG00000040919,4930505A04Rik,Gene Expression,0.007611960522102162,0.11197973676829864,0.13939447569297256,144,0.027393579772560954,141
ENSMUSG00000025383,Il23a,Gene Expression,0.0076012228004660514,0.0851151850470091,0.10683709314939158,18,0.0038316201937158563,18
ENSMUSG00000021636,Marveld2,Gene Expression,0.0075882564025150714,0.11411372871668601,0.14195734490092424,232,0.04246824141108603,221
ENSMUSG00000034872,Gipc3,Gene Expression,0.00758443859157848,0.11337349582484602,0.14107779517062466,182,0.044489156276557626,176
ENSMUSG00000046410,Kcnk6,Gene Expression,0.007579096298525411,0.11427463478789979,0.1421263073187035,231,0.05765892735473746,216
ENSMUSG00000038215,Cep44,Gene Expression,0.007577848456919775,0.11584735970661164,0.1440191194538861,1695,0.3506372827235787,1293
ENSMUSG00000028040,Efna4,Gene Expression,0.007572773518879837,0.11189008540564238,0.13929307688040934,103,0.025683062781329313,98
ENSMUSG00000003665,Has1,Gene Expression,0.00756232657587368,0.08247284585718018,0.10360456979383259,9,0.0024133525788951195,9
ENSMUSG00000061979,Rcc1l,Gene Expression,0.007559607874280405,0.11666722408950969,0.14502775157770117,1396,0.27973197387626436,1120
ENSMUSG00000021714,Cenpk,Gene Expression,0.007554431217813484,0.11526689549461278,0.14330797905335196,208,0.043908755081540136,200
ENSMUSG00000022085,Pebp4,Gene Expression,0.007547427681894908,0.09527973320312322,0.11919082315180221,18,0.003286371075783838,18
ENSMUSG00000022833,Ccdc14,Gene Expression,0.00754513822167148,0.11245175919014239,0.13996155837402358,55,0.009773751143885442,55
ENSMUSG00000035878,Hykk,Gene Expression,0.007540215644794041,0.11689696808625882,0.14530271762561078,451,0.09450066245778749,427
ENSMUSG00000011267,Zfp296,Gene Expression,0.007539145002614799,0.1139721188574443,0.14179155941878344,95,0.020123658066903274,94
ENSMUSG00000072919,Noxred1,Gene Expression,0.007534516508846716,0.1171381499503732,0.14559185967069638,415,0.07314706806029084,384
ENSMUSG00000030019,Fbxl14,Gene Expression,0.007524897989339316,0.11803780265324271,0.14668859259393327,752,0.15400138149064538,661
ENSMUSG00000030742,Lat,Gene Expression,0.007508733652485335,0.11755631236439079,0.1461009137654394,220,0.03747472851230317,210
ENSMUSG00000047246,Hist1h2be,Gene Expression,0.007504845247236764,0.11507234961818469,0.14308703722091465,88,0.026318522839368554,85
ENSMUSG00000055137,Sugct,Gene Expression,0.007481271095938194,0.11984686189736582,0.14888233271442114,501,0.120465675160233,457
ENSMUSG00000020429,Igfbp1,Gene Expression,0.007476596891201928,0.10208600314361327,0.12735837661909272,17,0.0037284112233600722,17
ENSMUSG00000030660,Pik3c2a,Gene Expression,0.007473574814888987,0.12071870328785805,0.14994347961176555,1324,0.27309685257693705,1056
ENSMUSG00000029501,Ankle2,Gene Expression,0.007472355705517187,0.12096724261600178,0.1502302323362898,2799,0.5499303837202594,1838
ENSMUSG00000036197,Gxylt1,Gene Expression,0.007468304189328226,0.11424179349858132,0.14209585876546799,49,0.011895062878005715,49
ENSMUSG00000043719,Col6a6,Gene Expression,0.007464670996847128,0.10688984790836353,0.13320481193155156,22,0.004115044388258426,20
ENSMUSG00000022604,Cep97,Gene Expression,0.0074625135105827545,0.12090443591354472,0.15016320339459543,727,0.17035124656367856,650
ENSMUSG00000094525,Trbv12-2,Gene Expression,0.007454991237009692,0.08792706215992485,0.11027700159333008,10,0.00240081781209262,10
ENSMUSG00000041840,Haus1,Gene Expression,0.007454986405532137,0.12108985257735405,0.15037151622661193,476,0.10209304787108354,440
ENSMUSG00000048752,Prss50,Gene Expression,0.007440424892128192,0.1143369227746458,0.14218752034514728,42,0.010891675776765735,41
ENSMUSG00000024477,Pggt1b,Gene Expression,0.007417347072128635,0.12365993369456785,0.1535070147477006,3124,0.6375068344795153,1947
ENSMUSG00000031090,Nadsyn1,Gene Expression,0.007408907925317228,0.12328662781643529,0.15307714387317511,443,0.0933433076892428,415
ENSMUSG00000061723,Tnnt3,Gene Expression,0.007407882968319307,0.09923285550685423,0.12399000866697354,15,0.0030363897635958758,15
ENSMUSG00000018761,Mpdu1,Gene Expression,0.007399988216395255,0.12454797808807516,0.15457553530527904,5084,1.105223038205841,2664
ENSMUSG00000026942,Traf2,Gene Expression,0.0073983985731462054,0.12446623970345083,0.15448537002404214,1777,0.3897605775991382,1339
ENSMUSG00000067872,Ccdc87,Gene Expression,0.007384544060483318,0.1236141161073987,0.15346134571965842,258,0.05022061962135705,247
ENSMUSG00000030745,Il21r,Gene Expression,0.007379912494943843,0.12360987700262438,0.15346134571965842,223,0.06483363190605985,211
ENSMUSG00000001998,Ap4e1,Gene Expression,0.007379631564682218,0.1249451905048522,0.15505719122446357,677,0.13586838639758003,605
ENSMUSG00000026774,4931423N10Rik,Gene Expression,0.007370886683265963,0.12184899814591899,0.15130318288292285,70,0.011644279857238614,69
ENSMUSG00000024483,Ankhd1,Gene Expression,0.007369579686114161,0.125991660103149,0.1562873997251205,2314,0.4764266212969272,1645
ENSMUSG00000066042,Med18,Gene Expression,0.007369087946580839,0.1259875133627466,0.1562873997251205,2116,0.4433693357590596,1547
ENSMUSG00000029521,Chek2,Gene Expression,0.00736839042949117,0.12373476168365927,0.15358868695040456,200,0.05254607399296748,193
ENSMUSG00000025577,Cbx2,Gene Expression,0.007353867646302826,0.12589192716573172,0.15618648113007136,421,0.08633492839520465,380
ENSMUSG00000043289,Mei4,Gene Expression,0.007350444276790795,0.1189896377552293,0.1478498437546336,40,0.007116467153621984,40
ENSMUSG00000018442,Derl2,Gene Expression,0.007346945316403625,0.1271287300984385,0.1576633703643118,2752,0.5964134925914332,1819
ENSMUSG00000021738,Atxn7,Gene Expression,0.007336254913889462,0.12765099816969872,0.15828798270269467,2239,0.46378291016283596,1596
ENSMUSG00000067653,Ankrd23,Gene Expression,0.007328939449199336,0.12611904284882636,0.15643399666844354,247,0.05161084145271772,233
ENSMUSG00000031165,Was,Gene Expression,0.007323646852606693,0.12584977091092853,0.1561455770762017,152,0.04328217843638633,149
ENSMUSG00000034391,Fbxo15,Gene Expression,0.007322571098914469,0.10951093422814195,0.1364011768161469,29,0.005700876092249139,29
ENSMUSG00000021192,Golga5,Gene Expression,0.007320672561976697,0.12834763766059032,0.15914021044238927,1582,0.32363325516103597,1228
ENSMUSG00000011958,Bnip2,Gene Expression,0.0073161696783518165,0.12849761468286336,0.15930292862514123,1337,0.29231017046494556,1091
ENSMUSG00000028016,Ints12,Gene Expression,0.007315280691930191,0.12856713171671208,0.1593658648669636,1315,0.2685584913418439,1074
ENSMUSG00000074141,Il4i1,Gene Expression,0.00730595699539368,0.1271225323863665,0.1576633703643118,187,0.03561329565923672,179
ENSMUSG00000026803,Ttf1,Gene Expression,0.007295894959251695,0.12941084511050005,0.16039999600322882,957,0.19425557975074959,815
ENSMUSG00000021720,Rnf180,Gene Expression,0.007288599456015793,0.12976486028886214,0.16082705761502578,872,0.1975667069492182,766
ENSMUSG00000026339,Ccdc93,Gene Expression,0.007281014001307443,0.1303692378471748,0.16155254829235818,1636,0.31556576065653225,1215
ENSMUSG00000001855,Nup214,Gene Expression,0.007279064311936917,0.13060247524414326,0.16181798047962295,3741,0.7777604125445153,2179
ENSMUSG00000094441,Zfp955a,Gene Expression,0.007266919825524464,0.13068826540711243,0.16191247342493417,610,0.1110275688679246,527
ENSMUSG00000076618,Ighj4,Gene Expression,0.007249886895530228,0.12844789974171045,0.1592529102705758,105,0.03170361213703974,104
ENSMUSG00000117284,Gm7072,Gene Expression,0.007246526273045681,0.13192730379970374,0.16342372175975545,899,0.17186889687541201,768
ENSMUSG00000028344,Invs,Gene Expression,0.007225868218515926,0.1332932068922945,0.1650796306561182,2468,0.5038509912144282,1657
ENSMUSG00000034032,Rpap1,Gene Expression,0.007223341808482012,0.13250926114853012,0.164132654740415,347,0.06588609934635535,323
ENSMUSG00000116953,9030025P20Rik,Gene Expression,0.007213667828697603,0.1335654548083749,0.1653927005778944,805,0.177274416968218,712
ENSMUSG00000031487,Brf2,Gene Expression,0.007197580752723012,0.13450085134912637,0.16647822553210878,987,0.18988488732361725,808
ENSMUSG00000033705,Stard9,Gene Expression,0.007196695764107436,0.1253710278415585,0.15556294118189734,51,0.013815643556433627,51
ENSMUSG00000066838,Zfp772,Gene Expression,0.007195954923302092,0.13386802546458254,0.1657432221463307,328,0.057767794666159306,308
ENSMUSG00000028280,Gabrr1,Gene Expression,0.007195630914141235,0.114340582162479,0.14218752034514728,17,0.0027139567096752847,17
ENSMUSG00000059842,Zfp341,Gene Expression,0.007188326322601256,0.1347518323952066,0.16675244955254237,630,0.12473499522725608,560
ENSMUSG00000055865,Tafa3,Gene Expression,0.0071763805704602645,0.12061513789360445,0.14982579025982817,20,0.004124953247620945,19
ENSMUSG00000077450,Rab11b,Gene Expression,0.007175273217709522,0.1334990554548583,0.16532252255731322,139,0.032572866026574394,137
ENSMUSG00000039438,Ttc36,Gene Expression,0.007172231445745154,0.13385520678097373,0.16573942343116196,186,0.032738438786398955,182
ENSMUSG00000028990,Lzic,Gene Expression,0.007171914863052993,0.1361561141475307,0.16840439702246432,3016,0.6702860778374058,1990
ENSMUSG00000068959,Zfp619,Gene Expression,0.0071713296392153045,0.13572055229616176,0.16791454603174596,812,0.18181794437298912,719
ENSMUSG00000023781,Hes7,Gene Expression,0.007163298254688003,0.13391182075303965,0.165785369931549,136,0.024827453831446623,132
ENSMUSG00000033268,Duox1,Gene Expression,0.007160633038876228,0.09766449682035794,0.1220752347196444,8,0.001295122128180959,8
ENSMUSG00000049823,Zbtb12,Gene Expression,0.007158352223391102,0.13604191827410927,0.16829676211509853,468,0.08930122492695891,424
ENSMUSG00000034795,Ccdc122,Gene Expression,0.007153864262648314,0.13569025614340724,0.16788928329637767,260,0.054152618326270746,246
ENSMUSG00000011096,Akt1s1,Gene Expression,0.007149535699663709,0.13739191141700968,0.16992052606710786,4495,0.9485578470447263,2472
ENSMUSG00000031886,Ces2e,Gene Expression,0.007147840702575545,0.012414663935275128,0.01645543181314774,4,0.0008030178460423,4
ENSMUSG00000044243,Bhlha9,Gene Expression,0.007143490951511522,0.13401822995756874,0.1659050231460748,119,0.017334490760516623,117
ENSMUSG00000101389,Ms4a4a,Gene Expression,0.007136363109020764,0.11513623326812628,0.14315600125020922,19,0.005586797105818536,19
ENSMUSG00000022765,Snap29,Gene Expression,0.00713513587600953,0.1379027317111161,0.1705398787650456,1308,0.27215601113849996,1055
ENSMUSG00000018559,Ctdnep1,Gene Expression,0.007126807431650898,0.13855166028187238,0.17131745991643754,2616,0.5619242806577017,1816
ENSMUSG00000066750,Olfr876,Gene Expression,0.00711116109620563,0.0764165789468294,0.0962169636250523,4,0.0006873820242029779,4
ENSMUSG00000038374,Rbm8a,Gene Expression,0.007110187332751801,0.13050054550346157,0.16170347517625308,81,0.01808025167644072,81
ENSMUSG00000029288,Ambn,Gene Expression,0.007109411667156759,0.06591024022443248,0.08336500210840861,5,0.00045453051156622826,4
ENSMUSG00000074102,Rbm15b,Gene Expression,0.007106085563895287,0.13956009549309023,0.17251418101894755,1642,0.3484366463381414,1290
ENSMUSG00000011427,Zfp790,Gene Expression,0.007092598904564614,0.14018721489314778,0.1732641808153658,1320,0.25910350650722297,1041
ENSMUSG00000024891,Slc29a2,Gene Expression,0.007087172970208835,0.14058640044093718,0.17371149751829906,1582,0.3245330348353153,1231
ENSMUSG00000044254,Pcsk9,Gene Expression,0.007081992529810897,0.12521943200575358,0.15538618084638628,20,0.004315512358011257,19
ENSMUSG00000017747,Ghdc,Gene Expression,0.007081092631417965,0.14071759112306514,0.17385649178004514,993,0.218770190545005,832
ENSMUSG00000008028,1700008O03Rik,Gene Expression,0.007060593442257381,0.14000091813863436,0.17304651007275354,198,0.03597032116020951,188
ENSMUSG00000021287,Xrcc3,Gene Expression,0.00705956055792392,0.13900906510116484,0.17185803248160594,160,0.04152821184977055,153
ENSMUSG00000026600,Soat1,Gene Expression,0.007057556442999513,0.1422024339424659,0.17560166888151366,1769,0.39889778579125595,1365
ENSMUSG00000042510,AA986860,Gene Expression,0.007056299408764655,0.14035812217004762,0.17346280068681616,222,0.05688106635821307,209
ENSMUSG00000000751,Rpa1,Gene Expression,0.007054518983392746,0.14236047141629715,0.17578405441916453,1685,0.3620013912573696,1271
ENSMUSG00000002111,Spi1,Gene Expression,0.007041570482533079,0.14245988544258958,0.17589403157936645,493,0.13632133931559312,446
ENSMUSG00000042251,Pm20d1,Gene Expression,0.007039545209258077,0.14075175628408254,0.17388606390848427,142,0.03792582898858386,138
ENSMUSG00000062432,Cyp26c1,Gene Expression,0.007036222302538813,0.1388838650901536,0.1717157360199615,86,0.01563919051666222,84
ENSMUSG00000044165,Bcl2l15,Gene Expression,0.007028012089877561,0.13610288217318667,0.1683508071008461,45,0.00939211268633813,44
ENSMUSG00000024007,Ppil1,Gene Expression,0.007021798431655398,0.1435434905075179,0.17719333708400795,527,0.10172870648909126,469
ENSMUSG00000022488,Nckap1l,Gene Expression,0.006980656968221298,0.14559880067741116,0.1797043576760554,447,0.10906668712743736,409
ENSMUSG00000021414,Fam217a,Gene Expression,0.006979319019329973,0.13819373022697334,0.1708873145931975,67,0.013806460011778751,65
ENSMUSG00000014773,Dll1,Gene Expression,0.006971590011181384,0.14577062108275451,0.17990336289585865,345,0.08276162411585548,316
ENSMUSG00000117694,Snhg4,Gene Expression,0.0069657851512990405,0.1469549179008749,0.18131230997162454,671,0.13761286961031444,605
ENSMUSG00000023995,Tspo2,Gene Expression,0.006948011947336653,0.12850769215326263,0.15930380332709732,26,0.005322845484051289,25
ENSMUSG00000032690,Oas2,Gene Expression,0.006947945248619535,0.13936305506368152,0.17228314254345153,41,0.011628523288649904,41
ENSMUSG00000023892,Zfp51,Gene Expression,0.006945165349672024,0.14747316535182553,0.18192531131797157,381,0.08377774298648716,364
ENSMUSG00000039117,Taf4,Gene Expression,0.006940951056168685,0.14868788881680794,0.1833439778098006,1760,0.3624140994686558,1324
ENSMUSG00000038268,Ovca2,Gene Expression,0.006939672417936603,0.14304873321590295,0.1766082486347994,102,0.01821933326304858,99
ENSMUSG00000020542,Myocd,Gene Expression,0.00693543962430607,0.1354996569941902,0.1676656598665826,27,0.009485623771642748,26
ENSMUSG00000030921,Trim30a,Gene Expression,0.006930916555585658,0.1476810181296928,0.18215528235748626,226,0.06212695044803187,212
ENSMUSG00000064120,Mocs1,Gene Expression,0.006915394697270838,0.1501758624382865,0.1850847817376736,1862,0.38765342133321457,1368
ENSMUSG00000054057,A930004D18Rik,Gene Expression,0.006900796893625127,0.14995760628097865,0.18484259547237675,375,0.0752193321220115,347
ENSMUSG00000066637,Ttc32,Gene Expression,0.006900235757992978,0.14805583117553733,0.18259109180307506,155,0.03616282419337149,152
ENSMUSG00000018543,1700001P01Rik,Gene Expression,0.006892821922691718,0.1494661057703377,0.1842634802643023,225,0.047330857705872885,216
ENSMUSG00000005682,Pan2,Gene Expression,0.00688483030975456,0.15200935847638597,0.18730373870109523,2809,0.5672377030472027,1829
ENSMUSG00000083649,Rasl2-9,Gene Expression,0.006882104734622148,0.1409940100007192,0.1741726876447838,44,0.009500294517788502,43
ENSMUSG00000032750,Gab3,Gene Expression,0.006878046789303932,0.1498600534760839,0.18473574508568236,182,0.03155377118535125,174
ENSMUSG00000074862,BC025920,Gene Expression,0.006871671055837862,0.150518917603647,0.18549413190943173,199,0.036472903612159116,193
ENSMUSG00000028459,Cd72,Gene Expression,0.006868547305042769,0.13325114665568982,0.16503956505781228,30,0.00951773631714087,28
ENSMUSG00000026196,Bard1,Gene Expression,0.0068673309861196985,0.14902649227054243,0.18374817319125783,105,0.02250586691956568,100
ENSMUSG00000017697,Ada,Gene Expression,0.00686559589041417,0.14801692004640543,0.1825563493650268,114,0.03062994711855473,111
ENSMUSG00000047417,Rexo1,Gene Expression,0.00686503691076361,0.1530931756643048,0.188598188138995,2045,0.4304977343542771,1499
ENSMUSG00000052563,D930048N14Rik,Gene Expression,0.0068570591049485026,0.15003333435155852,0.1849225304407071,144,0.032121449191449686,140
ENSMUSG00000071636,Rimbp3,Gene Expression,0.006855374326605267,0.14494715761623733,0.17891306260698586,53,0.010144802753702196,51
ENSMUSG00000020109,Dnajb12,Gene Expression,0.0068486137499051206,0.15412627188930927,0.18984336011409267,3687,0.790811825492705,2196
ENSMUSG00000002668,Dennd1c,Gene Expression,0.006846708063340368,0.15094772251656963,0.18600908999105775,146,0.03770279190323155,141
ENSMUSG00000025525,Apool,Gene Expression,0.006840399128612376,0.15428124496689133,0.19000670931366603,1055,0.23615597177241573,888
ENSMUSG00000030177,Ccdc77,Gene Expression,0.006838973639806081,0.1543779638309979,0.1901120502209159,1078,0.22374625828020586,895
ENSMUSG00000027342,Pcna,Gene Expression,0.006838507597260417,0.14146157739274545,0.17473758393444425,28,0.004950653381277009,28
ENSMUSG00000045160,Bola3,Gene Expression,0.006834366493701718,0.15468272817792794,0.19047355937180666,1099,0.2205927657959325,921
ENSMUSG00000025380,Fscn2,Gene Expression,0.006831608418880024,0.13457604133499346,0.16655916343470356,32,0.005318954886131098,31
ENSMUSG00000102418,Sh2d1b1,Gene Expression,0.006830338551481293,0.12716995133101894,0.1577029862642927,22,0.003909394752304694,22
ENSMUSG00000031482,Slc25a15,Gene Expression,0.006824999996963469,0.15512487369163197,0.19100417261936692,961,0.21822165228711493,813
ENSMUSG00000041143,Tmco4,Gene Expression,0.006817116571635232,0.15424126914753633,0.1899712407050085,288,0.06990843101427283,268
ENSMUSG00000039246,Lyplal1,Gene Expression,0.006812397709053778,0.1557187334433041,0.19170761433108446,723,0.12946203217678307,625
ENSMUSG00000023403,Stk31,Gene Expression,0.006810866909714025,0.11112670782666112,0.1383630075913848,6,0.0010393380510258256,6
ENSMUSG00000001569,Nom1,Gene Expression,0.006806503249371433,0.15651321233893056,0.19265780167551175,2128,0.4203232271877918,1514
ENSMUSG00000063458,Lrmda,Gene Expression,0.0068018227505834096,0.15222759272945363,0.18755904763810183,102,0.022314396668715722,98
ENSMUSG00000016255,Tubb1,Gene Expression,0.006773774971076983,0.1463373188720578,0.18058964325448226,34,0.008926232885810279,34
ENSMUSG00000025616,Usp16,Gene Expression,0.0067681299035791615,0.15878934324624439,0.19537468378571568,2162,0.4426814533820414,1543
ENSMUSG00000053420,Gm4792,Gene Expression,0.006765670102393453,0.08898468086782918,0.11152116828071669,17,0.004027012894493137,16
ENSMUSG00000021824,Ap3m1,Gene Expression,0.006757496679399803,0.15948094798697254,0.1961830332814126,3094,0.6568744724457362,2001
ENSMUSG00000020709,Adap2,Gene Expression,0.006740881078507993,0.15723718592674296,0.19352093884460048,141,0.04222832000147666,138
ENSMUSG00000047150,1700001C19Rik,Gene Expression,0.006738054222266112,0.14059001478757738,0.17371149751829906,20,0.006335068990396934,20
ENSMUSG00000073975,Olfr550,Gene Expression,0.006732520815285844,0.13466942603747745,0.16666260675537253,22,0.002896471058509719,20
ENSMUSG00000038192,Cer1,Gene Expression,0.006724070715608864,0.1418688921526905,0.17521524586292475,15,0.0028659710840939316,15
ENSMUSG00000009248,Ascl2,Gene Expression,0.006719416736069713,0.14047762646581186,0.17359786947770772,24,0.004699724957646188,24
ENSMUSG00000036944,Tmem71,Gene Expression,0.006714940968627927,0.15723342096084703,0.19352093884460048,80,0.02561368380044282,80
ENSMUSG00000008450,Nutf2,Gene Expression,0.006711196809807324,0.16130679564519945,0.19835729670672794,421,0.07699950592582162,384
ENSMUSG00000021718,4933425L06Rik,Gene Expression,0.0066948306527684145,0.06914227821772334,0.08728432284172903,4,0.0005136553684769327,4
ENSMUSG00000025580,Eif4a3,Gene Expression,0.006691129084732766,0.16353122965131472,0.2010054119323919,7217,1.577057512347593,3096
ENSMUSG00000044296,Zfp879,Gene Expression,0.006684658658615658,0.16301338324485748,0.20042687077006058,499,0.09456030494994554,454
ENSMUSG00000017165,Gast,Gene Expression,0.006683577458760648,0.13076142383857192,0.16199130401632866,12,0.0012829460405164232,12
ENSMUSG00000019577,Pdk4,Gene Expression,0.006677294477759853,0.1632997001277423,0.20074985917200866,408,0.12075127052880132,378
ENSMUSG00000044556,Tex38,Gene Expression,0.006676524787455063,0.16094614829484,0.1979281311471343,114,0.02167213595410824,110
ENSMUSG00000029084,Cd38,Gene Expression,0.006672726029544649,0.1599027796839989,0.19667347677775784,99,0.02020221437202361,96
ENSMUSG00000019988,Nedd1,Gene Expression,0.006672485414014818,0.16343001037378224,0.20089552475654834,357,0.08946205560635177,340
ENSMUSG00000007946,Phox2a,Gene Expression,0.006668107579168722,0.09530098401876685,0.11920863392089183,8,0.0019227592220973152,8
ENSMUSG00000037730,Mynn,Gene Expression,0.0066659331368100075,0.16492321208664595,0.20267240883811508,1938,0.39866094750850123,1414
ENSMUSG00000087610,Gm16253,Gene Expression,0.006664051975715492,0.1360492886353435,0.16829676211509853,12,0.0019124217188885898,11
ENSMUSG00000020323,Prss57,Gene Expression,0.006660570584648882,0.15906583860769263,0.19570071834493047,52,0.007390466878108757,52
ENSMUSG00000031505,Naxd,Gene Expression,0.006659486956586874,0.16545705803507582,0.20329905106839805,5186,1.0902032859944004,2642
ENSMUSG00000034538,Zfp418,Gene Expression,0.006654039986836798,0.16515500300942998,0.20294258231434184,670,0.14160457840774293,606
ENSMUSG00000016758,Bik,Gene Expression,0.006652772980486904,0.15847880453290975,0.1950067119914869,40,0.011825345465780235,39
ENSMUSG00000024081,Cebpz,Gene Expression,0.006638913756668107,0.16642173163638097,0.2044547986668982,1161,0.22757313591055717,937
ENSMUSG00000055027,Smyd1,Gene Expression,0.006636589785788307,0.15726417181177976,0.19354013846341098,42,0.009869103713416935,42
ENSMUSG00000048994,H2al3,Gene Expression,0.006632248081050933,0.16304016198506344,0.20044529679025808,125,0.026489007804291004,117
ENSMUSG00000047638,Nr1h4,Gene Expression,0.006621953990071592,0.11941111113457703,0.148351854046597,10,0.001894227329942801,9
ENSMUSG00000031201,Brcc3,Gene Expression,0.006612560745195606,0.16829352824713384,0.20667967582868155,2854,0.6279133684993599,1937
ENSMUSG00000006471,Ndor1,Gene Expression,0.0066067139160108845,0.16866427911711956,0.2071050651183124,2766,0.5693939765888807,1832
ENSMUSG00000035818,Plekhs1,Gene Expression,0.006603392200558958,0.16220490735130055,0.19944726672145593,38,0.007459919690886443,38
ENSMUSG00000028174,Rpe65,Gene Expression,0.0065976103242652235,0.158228680168357,0.19471303160079145,29,0.005998839724146395,28
ENSMUSG00000027075,Slc43a1,Gene Expression,0.006588704367307859,0.1494456132160944,0.1842515799990696,29,0.007035570199691961,29
